date,state,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-03-29,North Carolina,Hertford County,-46,9,,,-25,
2020-03-29,North Carolina,Hoke County,-14,3,,,-29,14
2020-03-29,North Carolina,Iredell County,-35,-7,38,-15,-31,8
2020-03-29,North Carolina,Jackson County,-40,-25,17,,-51,15
2020-03-29,North Carolina,Johnston County,-36,-14,21,-14,-33,9
2020-03-29,North Carolina,Jones County,,-8,,,-22,
2020-03-29,North Carolina,Lee County,-25,1,,,-27,14
2020-03-29,North Carolina,Lenoir County,-30,-4,,,-25,12
2020-03-29,North Carolina,Lincoln County,-16,-2,-31,,-32,7
2020-03-29,North Carolina,Macon County,-33,-8,-7,,-38,13
2020-03-29,North Carolina,Madison County,-38,-20,,,-28,
2020-03-29,North Carolina,Martin County,-21,0,,,-28,
2020-03-29,North Carolina,McDowell County,-20,-2,35,-23,-18,12
2020-03-29,North Carolina,Mecklenburg County,-53,-23,1,-70,-43,13
2020-03-29,North Carolina,Mitchell County,-26,-10,,,-24,
2020-03-29,North Carolina,Montgomery County,-21,24,9,-19,-24,-1
2020-03-29,North Carolina,Moore County,-40,-11,21,,-39,9
2020-03-29,North Carolina,Nash County,-32,-1,-39,-16,-29,7
2020-03-29,North Carolina,New Hanover County,-43,-17,12,-63,-34,9
2020-03-29,North Carolina,Northampton County,-62,22,,,-18,
2020-03-29,North Carolina,Onslow County,-30,-5,25,-61,-29,7
2020-03-29,North Carolina,Orange County,-56,-39,-20,-50,-44,14
2020-03-29,North Carolina,Pamlico County,-15,15,,,-29,
2020-03-29,North Carolina,Pasquotank County,-24,-9,,-49,-31,14
2020-03-29,North Carolina,Pender County,-17,-2,,,-27,14
2020-03-29,North Carolina,Perquimans County,-47,-10,,,-24,
2020-03-29,North Carolina,Person County,-21,15,,,-31,15
2020-03-29,North Carolina,Pitt County,-47,-20,6,-38,-32,9
2020-03-29,North Carolina,Polk County,-43,-14,,,-34,
2020-03-29,North Carolina,Randolph County,-38,-6,-13,,-25,8
2020-03-29,North Carolina,Richmond County,-31,-2,,,-26,10
2020-03-29,North Carolina,Robeson County,-27,-3,,-21,-26,6
2020-03-29,North Carolina,Rockingham County,-20,-3,-12,-8,-30,8
2020-03-29,North Carolina,Rowan County,-38,-6,66,-28,-30,8
2020-03-29,North Carolina,Rutherford County,-34,-8,-10,,-29,9
2020-03-29,North Carolina,Sampson County,-14,4,,,-24,11
2020-03-29,North Carolina,Scotland County,-25,-4,,,-30,11
2020-03-29,North Carolina,Stanly County,-18,-13,,,-32,12
2020-03-29,North Carolina,Stokes County,-33,-6,-25,,-26,12
2020-03-29,North Carolina,Surry County,-24,-3,-20,-9,-29,12
2020-03-29,North Carolina,Swain County,-77,9,-31,,-52,
2020-03-29,North Carolina,Transylvania County,-28,-11,14,,-37,6
2020-03-29,North Carolina,Union County,-33,-18,4,-17,-38,11
2020-03-29,North Carolina,Vance County,-24,0,,,-28,13
2020-03-29,North Carolina,Wake County,-51,-31,-1,-74,-43,13
2020-03-29,North Carolina,Warren County,-4,18,,,-20,
2020-03-29,North Carolina,Washington County,-29,8,,,-15,
2020-03-29,North Carolina,Watauga County,-55,-38,56,,-49,17
2020-03-29,North Carolina,Wayne County,-30,-5,22,-30,-24,7
2020-03-29,North Carolina,Wilkes County,-26,3,-49,,-25,10
2020-03-29,North Carolina,Wilson County,-27,-7,-11,,-26,7
2020-03-29,North Carolina,Yadkin County,-47,-7,,,-31,11
2020-03-29,North Carolina,Yancey County,-31,-7,,,-31,
2020-03-29,North Dakota,Total,-44,-13,73,-36,-24,9
2020-03-29,North Dakota,Barnes County,-22,,,,-25,
2020-03-29,North Dakota,Bottineau County,-39,,,,-35,
2020-03-29,North Dakota,Burleigh County,-44,-14,26,-56,-25,11
2020-03-29,North Dakota,Cass County,-54,-26,69,-34,-30,12
2020-03-29,North Dakota,Dunn County,-56,-18,-26,,,
2020-03-29,North Dakota,Grand Forks County,-46,-20,-48,-38,-28,20
2020-03-29,North Dakota,McKenzie County,-40,-15,,-25,-14,
2020-03-29,North Dakota,McLean County,-63,,,,-26,
2020-03-29,North Dakota,Mercer County,,10,,,-27,
2020-03-29,North Dakota,Morton County,-33,2,,-12,-24,17
2020-03-29,North Dakota,Mountrail County,-35,-14,,,-27,
2020-03-29,North Dakota,Pembina County,,,,,-22,
2020-03-29,North Dakota,Ramsey County,-39,-27,,,-29,
2020-03-29,North Dakota,Ransom County,,,,,-13,
2020-03-29,North Dakota,Richland County,-42,-4,,,-23,
2020-03-29,North Dakota,Rolette County,-33,,,,-37,
2020-03-29,North Dakota,Stark County,-29,18,,,-10,14
2020-03-29,North Dakota,Stutsman County,-25,-15,,,-15,
2020-03-29,North Dakota,Traill County,,,,,-31,
2020-03-29,North Dakota,Walsh County,-26,,,,-22,
2020-03-29,North Dakota,Ward County,-38,-12,,-35,-23,18
2020-03-29,North Dakota,Williams County,-30,-6,,-25,-21,14
2020-03-29,Ohio,Total,-43,-19,117,-33,-35,10
2020-03-29,Ohio,Adams County,-25,-4,,,-22,-2
2020-03-29,Ohio,Allen County,-48,-25,13,-31,-29,10
2020-03-29,Ohio,Ashland County,-38,-12,,,-28,19
2020-03-29,Ohio,Ashtabula County,-28,-11,-1,-23,-22,8
2020-03-29,Ohio,Athens County,-50,-20,,,-44,20
2020-03-29,Ohio,Auglaize County,-49,-19,,,-27,23
2020-03-29,Ohio,Belmont County,-37,-7,,-28,-27,18
2020-03-29,Ohio,Brown County,-30,-17,,,-25,19
2020-03-29,Ohio,Butler County,-45,-20,136,-6,-35,10
2020-03-29,Ohio,Carroll County,-32,-14,,,-32,0
2020-03-29,Ohio,Champaign County,-34,-15,,,-33,22
2020-03-29,Ohio,Clark County,-33,-20,,-19,-34,9
2020-03-29,Ohio,Clermont County,-40,-22,126,,-37,10
2020-03-29,Ohio,Clinton County,-40,-11,,30,-34,22
2020-03-29,Ohio,Columbiana County,-29,-6,,,-31,8
2020-03-29,Ohio,Coshocton County,-26,-5,,,-27,15
2020-03-29,Ohio,Crawford County,-32,-20,,,-38,19
2020-03-29,Ohio,Cuyahoga County,-48,-20,137,-47,-36,10
2020-03-29,Ohio,Darke County,-30,-11,,,-28,20
2020-03-29,Ohio,Defiance County,-47,-31,,,-33,23
2020-03-29,Ohio,Delaware County,-59,-33,171,-32,-43,12
2020-03-29,Ohio,Erie County,-47,-22,2,,-44,15
2020-03-29,Ohio,Fairfield County,-44,-18,61,,-36,10
2020-03-29,Ohio,Fayette County,-40,-25,,-20,-26,9
2020-03-29,Ohio,Franklin County,-46,-22,106,-47,-40,11
2020-03-29,Ohio,Fulton County,-42,-20,,-38,-34,24
2020-03-29,Ohio,Gallia County,-25,-17,,2,-22,
2020-03-29,Ohio,Geauga County,-37,-23,10,,-36,23
2020-03-29,Ohio,Greene County,-48,-21,113,,-42,11
2020-03-29,Ohio,Guernsey County,-31,-25,,-20,-25,15
2020-03-29,Ohio,Hamilton County,-45,-18,139,-16,-37,10
2020-03-29,Ohio,Hancock County,-51,-30,,-28,-45,25
2020-03-29,Ohio,Hardin County,-26,-10,,,-32,13
2020-03-29,Ohio,Harrison County,-28,2,,,-22,
2020-03-29,Ohio,Henry County,-38,-18,,-26,-29,13
2020-03-29,Ohio,Highland County,-15,-9,,,-30,19
2020-03-29,Ohio,Hocking County,-30,3,25,,-31,-3
2020-03-29,Ohio,Holmes County,-26,-18,,,-24,-1
2020-03-29,Ohio,Huron County,-41,-16,,,-36,19
2020-03-29,Ohio,Jackson County,-22,-9,,-22,-22,-1
2020-03-29,Ohio,Jefferson County,-26,-18,,-15,-27,15
2020-03-29,Ohio,Knox County,-28,-15,,,-33,20
2020-03-29,Ohio,Lake County,-47,-22,146,-43,-32,10
2020-03-29,Ohio,Lawrence County,-26,-14,,,-25,16
2020-03-29,Ohio,Licking County,-35,-18,39,-24,-32,9
2020-03-29,Ohio,Logan County,-32,4,,,-41,26
2020-03-29,Ohio,Lorain County,-42,-15,-8,-60,-35,10
2020-03-29,Ohio,Lucas County,-52,-25,78,-21,-35,10
2020-03-29,Ohio,Madison County,-28,-12,,-16,-38,22
2020-03-29,Ohio,Mahoning County,-42,-17,-25,-24,-36,9
2020-03-29,Ohio,Marion County,-39,-19,,,-35,19
2020-03-29,Ohio,Medina County,-45,-19,,-26,-37,11
2020-03-29,Ohio,Meigs County,-31,,,,-24,
2020-03-29,Ohio,Mercer County,-44,-16,,,-30,24
2020-03-29,Ohio,Miami County,-39,-20,-7,,-32,10
2020-03-29,Ohio,Monroe County,-46,-17,,,-38,
2020-03-29,Ohio,Montgomery County,-44,-16,104,-32,-36,10
2020-03-29,Ohio,Morgan County,-42,0,,,-39,
2020-03-29,Ohio,Morrow County,-36,-13,,-35,-29,20
2020-03-29,Ohio,Muskingum County,-37,-22,,-22,-26,7
2020-03-29,Ohio,Noble County,-55,-15,,-24,-33,
2020-03-29,Ohio,Ottawa County,-30,-2,,,-27,21
2020-03-29,Ohio,Paulding County,-51,-7,,,-26,
2020-03-29,Ohio,Perry County,-10,-5,,,-20,10
2020-03-29,Ohio,Pickaway County,-27,-12,,-8,-28,20
2020-03-29,Ohio,Pike County,-31,-15,,,-32,
2020-03-29,Ohio,Portage County,-41,-14,26,-43,-35,10
2020-03-29,Ohio,Preble County,-30,-22,,-18,-32,22
2020-03-29,Ohio,Putnam County,-41,-8,,,-34,16
2020-03-29,Ohio,Richland County,-50,-23,,-25,-33,9
2020-03-29,Ohio,Ross County,-37,-10,-28,-7,-28,17
2020-03-29,Ohio,Sandusky County,-43,-16,,-47,-30,22
2020-03-29,Ohio,Scioto County,-29,-18,,,-20,15
2020-03-29,Ohio,Seneca County,-35,-19,,,-37,23
2020-03-29,Ohio,Shelby County,-27,-29,,-22,-31,23
2020-03-29,Ohio,Stark County,-40,-18,167,10,-32,9
2020-03-29,Ohio,Summit County,-42,-17,139,-24,-36,10
2020-03-29,Ohio,Trumbull County,-36,-9,80,-12,-30,8
2020-03-29,Ohio,Tuscarawas County,-31,-12,,,-31,8
2020-03-29,Ohio,Union County,-46,-22,,,-35,30
2020-03-29,Ohio,Van Wert County,-39,-25,,,-27,19
2020-03-29,Ohio,Vinton County,-56,2,,,-35,
2020-03-29,Ohio,Warren County,-47,-17,23,-21,-40,11
2020-03-29,Ohio,Washington County,-41,-18,,,-34,19
2020-03-29,Ohio,Wayne County,-43,-18,,-33,-32,10
2020-03-29,Ohio,Williams County,-38,-20,,-42,-38,23
2020-03-29,Ohio,Wood County,-51,-37,-7,-23,-36,11
2020-03-29,Ohio,Wyandot County,-41,-5,,-21,-45,6
2020-03-29,Oklahoma,Total,-36,-12,29,-23,-32,9
2020-03-29,Oklahoma,Adair County,-3,8,,,-23,
2020-03-29,Oklahoma,Atoka County,-19,-19,,-26,-27,
2020-03-29,Oklahoma,Beckham County,-20,-9,,-10,-13,
2020-03-29,Oklahoma,Blaine County,-12,-1,,,-23,
2020-03-29,Oklahoma,Bryan County,-30,-25,,-21,-34,15
2020-03-29,Oklahoma,Caddo County,-17,-1,,-10,-35,
2020-03-29,Oklahoma,Canadian County,-33,-20,85,-9,-37,10
2020-03-29,Oklahoma,Carter County,-27,1,,-16,-29,14
2020-03-29,Oklahoma,Cherokee County,-26,-5,-38,,-33,17
2020-03-29,Oklahoma,Choctaw County,-22,-6,,,-21,
2020-03-29,Oklahoma,Cleveland County,-46,-22,26,,-39,11
2020-03-29,Oklahoma,Coal County,,,,,-28,
2020-03-29,Oklahoma,Comanche County,-38,-9,66,5,-38,9
2020-03-29,Oklahoma,Cotton County,,-23,,-43,-33,
2020-03-29,Oklahoma,Craig County,-14,-21,,8,-24,
2020-03-29,Oklahoma,Creek County,-22,-7,-18,,-31,10
2020-03-29,Oklahoma,Custer County,-32,-7,,-6,-28,
2020-03-29,Oklahoma,Delaware County,-16,20,,-13,-20,12
2020-03-29,Oklahoma,Garfield County,-38,-19,-36,-20,-23,13
2020-03-29,Oklahoma,Garvin County,-18,-3,-27,-16,-19,-4
2020-03-29,Oklahoma,Grady County,-37,2,,,-37,16
2020-03-29,Oklahoma,Greer County,,,,,-38,
2020-03-29,Oklahoma,Haskell County,-17,14,,,-30,
2020-03-29,Oklahoma,Hughes County,-19,8,,,-29,
2020-03-29,Oklahoma,Jackson County,-29,0,,,-25,9
2020-03-29,Oklahoma,Jefferson County,,5,,,-41,
2020-03-29,Oklahoma,Johnston County,-47,0,,,-26,
2020-03-29,Oklahoma,Kay County,-22,11,,-25,-32,13
2020-03-29,Oklahoma,Kingfisher County,-8,,,,-33,
2020-03-29,Oklahoma,Kiowa County,-15,-4,,,-20,
2020-03-29,Oklahoma,Latimer County,-19,-10,,,-32,
2020-03-29,Oklahoma,Le Flore County,-18,-5,,,-23,10
2020-03-29,Oklahoma,Lincoln County,-29,4,,,-31,12
2020-03-29,Oklahoma,Logan County,-18,-3,,-16,-26,17
2020-03-29,Oklahoma,Love County,-37,-9,,,-44,
2020-03-29,Oklahoma,Major County,,,,,-24,
2020-03-29,Oklahoma,Marshall County,-13,6,,,-27,
2020-03-29,Oklahoma,Mayes County,-22,-3,,-17,-25,14
2020-03-29,Oklahoma,McClain County,-30,-13,,-42,-38,17
2020-03-29,Oklahoma,McCurtain County,-23,-2,-11,-18,-18,9
2020-03-29,Oklahoma,McIntosh County,-15,25,,8,-22,
2020-03-29,Oklahoma,Murray County,-16,7,-22,,-30,
2020-03-29,Oklahoma,Muskogee County,-30,-10,1,-8,-24,14
2020-03-29,Oklahoma,Noble County,-42,-9,,-50,-33,
2020-03-29,Oklahoma,Nowata County,-8,-2,,-62,-29,
2020-03-29,Oklahoma,Okfuskee County,-32,-4,,-20,-31,
2020-03-29,Oklahoma,Oklahoma County,-43,-16,24,-37,-35,10
2020-03-29,Oklahoma,Okmulgee County,-21,-6,,-17,-25,13
2020-03-29,Oklahoma,Osage County,-25,7,-38,,-39,15
2020-03-29,Oklahoma,Ottawa County,-21,-3,,,-35,8
2020-03-29,Oklahoma,Pawnee County,-29,-25,,,-28,
2020-03-29,Oklahoma,Payne County,-44,-19,22,,-41,18
2020-03-29,Oklahoma,Pittsburg County,-40,-2,,-42,-24,12
2020-03-29,Oklahoma,Pontotoc County,-31,-15,,,-34,16
2020-03-29,Oklahoma,Pottawatomie County,-36,-7,-35,,-35,11
2020-03-29,Oklahoma,Pushmataha County,-18,-1,,,-17,
2020-03-29,Oklahoma,Rogers County,-29,-3,-10,,-32,11
2020-03-29,Oklahoma,Seminole County,-22,-1,,-30,-22,
2020-03-29,Oklahoma,Sequoyah County,-26,11,,-11,-32,14
2020-03-29,Oklahoma,Stephens County,-35,-12,,,-29,13
2020-03-29,Oklahoma,Texas County,-30,-4,,-13,-24,
2020-03-29,Oklahoma,Tillman County,-12,-8,,,-30,
2020-03-29,Oklahoma,Tulsa County,-42,-18,-22,-22,-36,10
2020-03-29,Oklahoma,Wagoner County,-21,7,,,-35,10
2020-03-29,Oklahoma,Washington County,-30,-7,,,-26,15
2020-03-29,Oklahoma,Washita County,,-17,,,-28,
2020-03-29,Oklahoma,Woods County,-12,,24,,-38,
2020-03-29,Oklahoma,Woodward County,-25,-7,,,-25,
2020-03-29,Oregon,Total,-51,-25,-22,-47,-38,12
2020-03-29,Oregon,Baker County,-44,-14,,-12,-31,
2020-03-29,Oregon,Benton County,-60,-35,-5,-51,-46,25
2020-03-29,Oregon,Clackamas County,-51,-23,-15,-44,-38,13
2020-03-29,Oregon,Clatsop County,-60,-34,-58,-61,-44,17
2020-03-29,Oregon,Columbia County,-44,-22,2,,-34,19
2020-03-29,Oregon,Coos County,-45,-24,-48,,-38,15
2020-03-29,Oregon,Crook County,-30,-15,,,-29,-1
2020-03-29,Oregon,Curry County,-48,-26,-24,,-35,
2020-03-29,Oregon,Deschutes County,-50,-24,-10,-66,-42,11
2020-03-29,Oregon,Douglas County,-38,-18,-10,-13,-33,9
2020-03-29,Oregon,Grant County,-72,-19,,,-30,
2020-03-29,Oregon,Harney County,-38,11,,,-20,
2020-03-29,Oregon,Hood River County,-56,-11,-12,,-51,
2020-03-29,Oregon,Jackson County,-46,-19,12,-49,-34,9
2020-03-29,Oregon,Jefferson County,-38,-13,,-32,-36,0
2020-03-29,Oregon,Josephine County,-40,-19,27,-33,-30,9
2020-03-29,Oregon,Klamath County,-37,-11,21,-14,-33,8
2020-03-29,Oregon,Lake County,-67,,,,-26,
2020-03-29,Oregon,Lane County,-52,-28,-29,-65,-40,12
2020-03-29,Oregon,Lincoln County,-62,-29,-53,,-52,17
2020-03-29,Oregon,Linn County,-44,-25,-9,-29,-32,11
2020-03-29,Oregon,Malheur County,-33,-15,,2,-23,7
2020-03-29,Oregon,Marion County,-48,-23,-26,-33,-34,12
2020-03-29,Oregon,Morrow County,-51,,,-7,-19,
2020-03-29,Oregon,Multnomah County,-61,-29,-23,-58,-41,14
2020-03-29,Oregon,Polk County,-42,-23,-5,,-39,13
2020-03-29,Oregon,Sherman County,,,,-37,,
2020-03-29,Oregon,Tillamook County,-61,-27,-50,,-37,-1
2020-03-29,Oregon,Umatilla County,-30,-6,-13,-23,-28,8
2020-03-29,Oregon,Union County,-39,-35,,-17,-29,0
2020-03-29,Oregon,Wallowa County,-63,-14,,,-30,
2020-03-29,Oregon,Wasco County,-45,-22,-9,,-41,7
2020-03-29,Oregon,Washington County,-53,-31,-6,-47,-41,14
2020-03-29,Oregon,Yamhill County,-42,-24,11,-63,-39,12
2020-03-29,Pennsylvania,Total,-50,-27,7,-52,-38,12
2020-03-29,Pennsylvania,Adams County,-58,-29,0,,-41,16
2020-03-29,Pennsylvania,Allegheny County,-51,-21,83,-56,-41,11
2020-03-29,Pennsylvania,Armstrong County,-27,-17,,,-26,18
2020-03-29,Pennsylvania,Beaver County,-42,-20,-59,-44,-37,10
2020-03-29,Pennsylvania,Bedford County,-41,-9,,-77,-26,17
2020-03-29,Pennsylvania,Berks County,-53,-32,-21,-24,-37,13
2020-03-29,Pennsylvania,Blair County,-50,-16,-36,-25,-31,9
2020-03-29,Pennsylvania,Bradford County,-37,-14,,,-19,17
2020-03-29,Pennsylvania,Bucks County,-52,-36,-8,-51,-40,14
2020-03-29,Pennsylvania,Butler County,-49,-51,-4,-14,-40,11
2020-03-29,Pennsylvania,Cambria County,-38,-14,,,-28,7
2020-03-29,Pennsylvania,Carbon County,-47,-7,-31,,-35,19
2020-03-29,Pennsylvania,Centre County,-71,-45,-24,-44,-54,16
2020-03-29,Pennsylvania,Chester County,-54,-38,-44,-72,-41,14
2020-03-29,Pennsylvania,Clarion County,-43,-18,,,-27,10
2020-03-29,Pennsylvania,Clearfield County,-33,-18,-34,-21,-23,13
2020-03-29,Pennsylvania,Clinton County,-34,-12,,-29,-20,18
2020-03-29,Pennsylvania,Columbia County,-44,-20,,-26,-28,20
2020-03-29,Pennsylvania,Crawford County,-33,-7,,,-31,18
2020-03-29,Pennsylvania,Cumberland County,-53,-25,-15,-25,-37,13
2020-03-29,Pennsylvania,Dauphin County,-55,-32,-18,-57,-35,12
2020-03-29,Pennsylvania,Delaware County,-50,-28,13,-43,-40,14
