date,country,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-04-05,Lithuania,Panevėžys County,-61,-19,47,-46,-21,10
2020-04-05,Lithuania,Tauragė County,-42,-14,,-54,-19,15
2020-04-05,Lithuania,Telšiai County,-54,-29,16,-44,-14,20
2020-04-05,Lithuania,Utena County,-51,-5,96,-24,-24,19
2020-04-05,Lithuania,Vilnius County,-67,-31,64,-58,-35,10
2020-04-05,Lithuania,Šiauliai County,-63,-27,68,-15,-24,7
2020-04-05,Luxembourg,Total,-85,-78,-7,-65,-57,15
2020-04-05,Latvia,Total,-36,-6,71,-26,-24,4
2020-04-05,Libya,Total,-44,-21,-27,-49,-35,20
2020-04-05,Moldova,Total,-67,-43,-46,-67,-37,12
2020-04-05,North Macedonia,Total,-78,-41,-65,-75,-54,19
2020-04-05,Mali,Total,-24,-17,-16,-38,0,8
2020-04-05,Myanmar,Total,-51,-29,-20,-41,-19,13
2020-04-05,Mongolia,Total,-12,11,21,-10,-2,-1
2020-04-05,Malta,Total,-74,-32,-38,-54,-48,18
2020-04-05,Mauritius,Total,-91,-90,-88,-91,-69,24
2020-04-05,Mauritius,Flacq District,-94,-92,-89,,-73,8
2020-04-05,Mauritius,Grand Port District,-92,-90,-85,-96,-75,8
2020-04-05,Mauritius,Moka District,-97,-33,,-74,-68,8
2020-04-05,Mauritius,Pamplemousses District,-88,-86,-89,-78,-67,7
2020-04-05,Mauritius,Plaines Wilhems District,-95,-92,,-95,-72,40
2020-04-05,Mauritius,Port Louis District,-92,-93,-76,-87,-66,6
2020-04-05,Mauritius,Rivière Noire District,-94,-90,-94,-84,-73,8
2020-04-05,Mauritius,Rivière du Rempart District,-94,-91,-100,,-67,8
2020-04-05,Mauritius,Rodrigues District,,,-50,,-56,
2020-04-05,Mauritius,Savanne District,-100,-60,-28,,-69,
2020-04-05,Mexico,Total,-62,-19,-52,-51,-27,13
2020-04-05,Malaysia,Total,-81,-58,-68,-84,-51,31
2020-04-05,Mozambique,Total,-32,-17,-29,-34,-2,12
2020-04-05,Namibia,Total,-56,-42,-36,-75,-30,15
2020-04-05,Niger,Total,-22,-15,-16,-30,0,8
2020-04-05,Nigeria,Total,-49,-36,-34,-46,-14,19
2020-04-05,Nicaragua,Total,-40,-20,-25,-35,-16,9
2020-04-05,Netherlands,Total,-54,-16,41,-52,-29,8
2020-04-05,Netherlands,Drenthe,-42,-15,21,-33,-22,7
2020-04-05,Netherlands,Flevoland,-42,-15,99,-46,-31,8
2020-04-05,Netherlands,Friesland,-44,-15,83,-27,-24,6
2020-04-05,Netherlands,Gelderland,-51,-14,42,-40,-27,8
2020-04-05,Netherlands,Groningen,-56,-21,108,-45,-26,7
2020-04-05,Netherlands,Limburg,-66,-15,18,-38,-31,9
2020-04-05,Netherlands,North Brabant,-57,-13,40,-56,-28,9
2020-04-05,Netherlands,North Holland,-58,-21,27,-71,-35,9
2020-04-05,Netherlands,Overijssel,-56,-14,54,-48,-27,8
2020-04-05,Netherlands,South Holland,-50,-14,54,-46,-28,8
2020-04-05,Netherlands,Utrecht,-50,-20,55,-58,-31,9
2020-04-05,Netherlands,Zeeland,-58,-27,-5,-32,-28,8
2020-04-05,Norway,Total,-60,-22,14,-52,-32,11
2020-04-05,Norway,Agder,-52,-8,24,-23,-26,8
2020-04-05,Norway,Innlandet,-68,-31,-15,-53,-32,11
2020-04-05,Norway,Møre og Romsdal,-52,-14,60,-44,-27,8
2020-04-05,Norway,Nordland,-57,-13,68,-66,-22,6
2020-04-05,Norway,Oslo,-73,-27,-27,-67,-44,15
2020-04-05,Norway,Rogaland,-49,-21,57,-43,-29,9
2020-04-05,Norway,Troms Og Finnmark,-76,-45,19,-63,-32,8
2020-04-05,Norway,Trondelag,-59,-28,100,-53,-36,11
2020-04-05,Norway,Vestfold Og Telemark,-54,-16,8,-51,-27,11
2020-04-05,Norway,Vestland,-54,-23,25,-52,-32,10
2020-04-05,Norway,Viken,-56,-17,2,-59,-33,12
2020-04-05,Nepal,Total,-76,-68,-54,-73,-69,27
2020-04-05,New Zealand,Total,-90,-48,-74,-84,-57,21
2020-04-05,New Zealand,Auckland,-88,-48,-69,-86,-63,24
2020-04-05,New Zealand,Bay Of Plenty,-91,-44,-84,-79,-48,21
2020-04-05,New Zealand,Canterbury,-89,-45,-70,-88,-56,21
2020-04-05,New Zealand,Gisborne,-100,-42,-83,,-44,
2020-04-05,New Zealand,Hawke's Bay,-94,-49,-77,-84,-45,30
2020-04-05,New Zealand,Manawatu-Wanganui,-94,-43,-74,-77,-50,31
2020-04-05,New Zealand,Marlborough,-93,-54,-76,-87,-23,0
2020-04-05,New Zealand,Nelson,-100,-55,-72,,-57,4
2020-04-05,New Zealand,Northland,-93,-51,-87,-86,-52,31
2020-04-05,New Zealand,Otago,-95,-59,-83,-91,-64,39
2020-04-05,New Zealand,Southland,-95,-53,-86,,-49,17
2020-04-05,New Zealand,Taranaki,-94,-43,-80,,-51,17
2020-04-05,New Zealand,Tasman,-89,-67,-84,,-52,
2020-04-05,New Zealand,Waikato,-93,-49,-83,-79,-56,22
2020-04-05,New Zealand,Wellington,-92,-46,-40,-80,-61,19
2020-04-05,New Zealand,West Coast,-100,-59,-85,,-49,
2020-04-05,Oman,Total,-55,-38,-42,-69,-42,19
2020-04-05,Panama,Total,-95,-95,-86,-89,-74,36
2020-04-05,Peru,Total,-95,-95,-89,-93,-75,34
2020-04-05,Papua New Guinea,Total,-19,-6,-13,-42,12,
2020-04-05,Philippines,Total,-82,-62,-60,-84,-54,26
2020-04-05,Pakistan,Total,-65,-51,-41,-57,-34,15
2020-04-05,Poland,Total,-71,41,-59,-68,-27,12
2020-04-05,Poland,Greater Poland Voivodeship,-70,43,-47,-68,-27,12
2020-04-05,Poland,Kuyavian-Pomeranian Voivodeship,-67,46,-55,-76,-22,10
2020-04-05,Poland,Lesser Poland Voivodeship,-80,1,-76,-78,-34,14
2020-04-05,Poland,Lower Silesian Voivodeship,-73,40,-59,-72,-27,12
2020-04-05,Poland,Lublin Voivodeship,-70,34,-52,-75,-27,13
2020-04-05,Poland,Lubusz Voivodeship,-66,35,-36,-67,-24,10
2020-04-05,Poland,Masovian Voivodeship,-70,32,-68,-69,-28,13
2020-04-05,Poland,Opole Voivodeship,-69,84,-43,-68,-27,11
2020-04-05,Poland,Podkarpackie Voivodeship,-71,37,-48,-72,-32,13
2020-04-05,Poland,Podlaskie Voivodeship,-72,45,-38,-64,-25,11
2020-04-05,Poland,Pomeranian Voivodeship,-73,53,-62,-70,-26,12
2020-04-05,Poland,Silesian Voivodeship,-72,65,-57,-64,-28,13
2020-04-05,Poland,Swietokrzyskie,-73,50,-50,-71,-28,12
2020-04-05,Poland,Warmian-Masurian Voivodeship,-66,51,-46,-64,-25,10
2020-04-05,Poland,West Pomeranian Voivodeship,-70,53,-69,-61,-25,10
2020-04-05,Poland,Łódź Voivodeship,-65,59,-55,-62,-20,12
2020-04-05,Puerto Rico,Total,-93,-95,-87,-88,-66,26
2020-04-05,Portugal,Total,-84,-60,-88,-82,-55,23
2020-04-05,Portugal,Aveiro District,-84,-61,-92,-87,-53,25
2020-04-05,Portugal,Azores,-86,-56,-70,-90,-49,31
2020-04-05,Portugal,Beja District,-86,-57,-67,,-44,23
2020-04-05,Portugal,Braga,-84,-59,-89,-78,-54,25
2020-04-05,Portugal,Bragança District,-88,-64,-81,-68,-56,18
2020-04-05,Portugal,Castelo Branco District,-83,-67,-84,-86,-53,30
2020-04-05,Portugal,Coimbra District,-84,-61,-87,-81,-50,24
2020-04-05,Portugal,Faro District,-83,-61,-85,-87,-57,23
2020-04-05,Portugal,Guarda District,-88,-65,-85,-68,-54,26
2020-04-05,Portugal,Leiria District,-86,-62,-92,-85,-52,25
2020-04-05,Portugal,Lisbon,-85,-59,-89,-83,-58,23
2020-04-05,Portugal,Madeira,-88,-59,-84,-79,-61,28
2020-04-05,Portugal,Portalegre District,-88,-62,-78,,-47,24
2020-04-05,Portugal,Porto District,-84,-59,-90,-83,-55,24
2020-04-05,Portugal,Santarém District,-85,-61,-88,-86,-50,22
2020-04-05,Portugal,Setubal,-83,-56,-88,-76,-57,21
2020-04-05,Portugal,Viana do Castelo District,-87,-67,-87,-78,-53,25
2020-04-05,Portugal,Vila Real District,-87,-63,-82,-79,-53,32
2020-04-05,Portugal,Viseu District,-84,-60,-76,-67,-52,22
2020-04-05,Portugal,Évora District,-84,-58,-81,-79,-51,28
2020-04-05,Paraguay,Total,-73,-57,-75,-80,-34,26
2020-04-05,Qatar,Total,-50,-21,-35,-52,-36,24
2020-04-05,Reunion,Total,-95,-89,,-91,,
2020-04-05,Romania,Total,-79,-48,-58,-72,-39,15
2020-04-05,Romania,Alba County,-81,-53,-41,-58,-43,11
2020-04-05,Romania,Arad County,-79,-49,-34,-69,-38,14
2020-04-05,Romania,Argeș County,-77,-49,-45,-75,-37,14
2020-04-05,Romania,Bacău County,-77,-49,-42,-75,-35,15
2020-04-05,Romania,Bihor County,-78,-52,-32,-64,-34,13
2020-04-05,Romania,Bistrița-Năsăud County,-78,-56,-56,-63,-42,15
2020-04-05,Romania,Botoșani County,-73,-42,-12,-60,-37,12
2020-04-05,Romania,Brașov County,-84,-59,-80,-78,-45,17
2020-04-05,Romania,Brăila County,-75,-45,-71,-70,-34,14
2020-04-05,Romania,Bucharest,-84,-48,-88,-75,-46,18
2020-04-05,Romania,Buzău County,-73,-51,-51,-55,-31,15
2020-04-05,Romania,Caraș-Severin County,-77,-52,-46,-67,-37,12
2020-04-05,Romania,Cluj County,-83,-53,-49,-74,-43,15
2020-04-05,Romania,Constanța County,-78,-43,-78,-71,-37,15
2020-04-05,Romania,Covasna County,-83,-55,-59,-59,-34,17
2020-04-05,Romania,Călărași County,-62,-45,-53,-62,-26,13
2020-04-05,Romania,Dolj County,-76,-46,-58,-68,-32,13
2020-04-05,Romania,Dâmbovița County,-75,-49,-52,-59,-35,14
2020-04-05,Romania,Galați,-76,-44,-64,-67,-37,15
2020-04-05,Romania,Giurgiu County,-64,-35,-46,-40,-25,13
2020-04-05,Romania,Gorj County,-69,-43,-45,-65,-38,12
2020-04-05,Romania,Harghita County,-78,-61,-50,-61,-40,16
2020-04-05,Romania,Hunedoara County,-80,-47,-60,-68,-41,13
2020-04-05,Romania,Ialomița County,-59,-48,-48,-63,-30,15
2020-04-05,Romania,Iași County,-80,-45,-54,-71,-41,16
2020-04-05,Romania,Ilfov County,-82,-40,-67,-80,-41,16
2020-04-05,Romania,Maramureș County,-74,-52,-34,-61,-41,12
2020-04-05,Romania,Mehedinți County,-77,-45,-54,-66,-34,17
2020-04-05,Romania,Mureș County,-79,-53,-56,-66,-36,13
2020-04-05,Romania,Neamț County,-77,-48,-61,-74,-39,14
2020-04-05,Romania,Olt County,-68,-42,-51,-59,-35,12
2020-04-05,Romania,Prahova,-81,-51,-72,-75,-40,14
2020-04-05,Romania,Satu Mare County,-79,-47,-34,-69,-36,12
2020-04-05,Romania,Sibiu,-80,-58,-67,-72,-43,15
2020-04-05,Romania,Suceava County,-83,-62,-45,-79,-45,16
2020-04-05,Romania,Sălaj,-75,-46,-47,-61,-37,15
2020-04-05,Romania,Teleorman County,-63,-39,-21,-57,-27,11
2020-04-05,Romania,Timiș County,-81,-50,-69,-71,-41,15
2020-04-05,Romania,Tulcea County,-74,-50,-62,-65,-32,14
2020-04-05,Romania,Vaslui County,-72,-44,-20,-64,-34,10
2020-04-05,Romania,Vrancea County,-80,-51,-32,-71,-36,12
2020-04-05,Romania,Vâlcea County,-74,-46,-44,-66,-35,13
2020-04-05,Rwanda,Total,-60,-54,-18,-75,-26,21
2020-04-05,Saudi Arabia,Total,-55,-24,-52,-76,-47,23
2020-04-05,Sweden,Total,-25,-9,69,-37,-18,6
2020-04-05,Sweden,Blekinge County,-3,-6,26,-7,-17,10
2020-04-05,Sweden,Dalarna County,-42,-15,-13,-38,-20,7
2020-04-05,Sweden,Gavleborg County,-29,-8,15,-26,-16,5
2020-04-05,Sweden,Gotland County,-3,-8,,-44,-6,7
2020-04-05,Sweden,Halland County,-11,-5,30,-15,-14,5
2020-04-05,Sweden,Jamtland County,-35,-27,28,-45,-18,10
2020-04-05,Sweden,Jonkoping County,-24,-7,61,-25,-21,5
2020-04-05,Sweden,Kalmar County,-15,-2,81,-19,-12,5
2020-04-05,Sweden,Kronoberg County,-23,-7,,-29,-18,10
2020-04-05,Sweden,Norrbotten County,-31,-10,110,-35,-18,2
2020-04-05,Sweden,Skåne County,-17,-4,117,-36,-13,4
2020-04-05,Sweden,Stockholm County,-34,-15,12,-51,-22,8
2020-04-05,Sweden,Södermanland County,-21,-9,41,-45,-20,6
2020-04-05,Sweden,Uppsala County,-30,-7,26,-43,-20,8
2020-04-05,Sweden,Varmland County,-33,-11,-19,-34,-15,6
2020-04-05,Sweden,Västerbotten County,-29,-8,67,-35,-19,4
2020-04-05,Sweden,Västernorrland County,-27,-7,-14,-30,-17,5
2020-04-05,Sweden,Västmanland County,-21,-7,43,-39,-18,6
2020-04-05,Sweden,Västra Götaland County,-23,-8,75,-32,-18,5
2020-04-05,Sweden,Örebro County,-26,-7,34,-33,-17,6
2020-04-05,Sweden,Östergötland County,-20,-11,72,-35,-17,6
2020-04-05,Singapore,Total,-23,-1,-27,-40,-10,14
2020-04-05,Slovenia,Total,-86,-91,-34,-51,-45,13
2020-04-05,Slovenia,Administrative unit Maribor,-87,-93,-22,-66,-44,26
2020-04-05,Slovenia,Ajdovščina,-88,-45,,-62,-53,
2020-04-05,Slovenia,Brežice,-89,-53,,,-56,
2020-04-05,Slovenia,Celje,-86,-93,-61,-43,-46,11
2020-04-05,Slovenia,Cerknica,-87,,,,-49,
2020-04-05,Slovenia,Domžale,-93,-89,,-62,-39,22
2020-04-05,Slovenia,Dravograd,-70,,,,-51,
2020-04-05,Slovenia,Gornja Radgona,-85,-42,,,-49,
2020-04-05,Slovenia,Grosuplje,-92,-48,,,-37,2
2020-04-05,Slovenia,Idrija,-66,-45,,,-54,
2020-04-05,Slovenia,Ilirska Bistrica,-80,,,,-60,
2020-04-05,Slovenia,Izola,-75,-42,,,-60,
2020-04-05,Slovenia,Jesenice,-90,-55,-69,-55,-53,
2020-04-05,Slovenia,Kamnik,-92,-50,,,-45,2
2020-04-05,Slovenia,Koper,-93,-82,-74,-65,-50,13
2020-04-05,Slovenia,Kočevje,-73,-49,,,-50,
2020-04-05,Slovenia,Kranj,-88,-89,,-76,-48,29
2020-04-05,Slovenia,Krško,-84,-51,,,-43,
2020-04-05,Slovenia,Laško,-80,-51,,,-53,
2020-04-05,Slovenia,Lenart,-75,-45,,,-53,
2020-04-05,Slovenia,Lendava,-89,-58,,,-49,
2020-04-05,Slovenia,Litija,-75,-44,,,-52,
2020-04-05,Slovenia,Ljubljana,-85,-91,-42,-55,-45,16
2020-04-05,Slovenia,Ljutomer,-86,-48,,,-51,
2020-04-05,Slovenia,Logatec,-76,-44,,-81,-52,
2020-04-05,Slovenia,Metlika,,,,,-55,
2020-04-05,Slovenia,Mozirje,-87,-45,,,-52,
2020-04-05,Slovenia,Municipality of Hrastnik,,,,,-49,
2020-04-05,Slovenia,Murska Sobota,-95,-47,,-50,-52,1
2020-04-05,Slovenia,Nova Gorica,-90,-49,,-51,-50,2
2020-04-05,Slovenia,Novo Mesto,-89,-46,,-61,-35,19
2020-04-05,Slovenia,Ormož,-61,-46,,,-51,
2020-04-05,Slovenia,Pesnica,-87,,,,-53,
2020-04-05,Slovenia,Piran,-88,-32,-61,,-55,
2020-04-05,Slovenia,Postojna,-80,-51,,-46,-51,
2020-04-05,Slovenia,Ptuj,-94,-100,,-50,-32,18
2020-04-05,Slovenia,Radlje ob Dravi,-81,-61,,,-55,
2020-04-05,Slovenia,Radovljica,-93,-60,-64,-66,-63,
2020-04-05,Slovenia,Ravne na Koroškem,-77,-42,,,-44,
2020-04-05,Slovenia,Ribnica,,,,,-52,
2020-04-05,Slovenia,Ruše,-76,,,,-54,
2020-04-05,Slovenia,Sevnica,-75,-45,,,-49,
2020-04-05,Slovenia,Sežana,-95,-54,,,-46,
2020-04-05,Slovenia,Slovenj Gradec,-87,-59,,,-59,
2020-04-05,Slovenia,Slovenska Bistrica,-100,-49,,,-44,
2020-04-05,Slovenia,Slovenske Konjice,-93,-42,,,-50,
2020-04-05,Slovenia,Tolmin,-68,-51,,,-51,
2020-04-05,Slovenia,Trbovlje,-83,-48,,,-50,
2020-04-05,Slovenia,Trebnje,-81,-57,,,-52,
2020-04-05,Slovenia,Tržič,-84,-35,,,-55,
2020-04-05,Slovenia,Velenje,-80,-59,,-24,-49,0
2020-04-05,Slovenia,Vrhnika,-77,-39,,,-61,
2020-04-05,Slovenia,Zagorje ob Savi,-85,-40,,,-52,
2020-04-05,Slovenia,Črnomelj,-83,-50,,,-43,
2020-04-05,Slovenia,Šentjur,-70,-60,,,-51,
2020-04-05,Slovenia,Škofja Loka,-90,-49,,-59,-51,1
2020-04-05,Slovenia,Šmarje pri Jelšah,-83,-58,27,,-42,
2020-04-05,Slovenia,Žalec,-100,-45,,,-49,0
2020-04-05,Slovakia,Total,-77,-88,26,-55,-36,8
2020-04-05,Slovakia,Banská Bystrica Region,-78,-88,39,-52,-31,7
2020-04-05,Slovakia,Bratislava Region,-78,-90,32,-58,-36,11
2020-04-05,Slovakia,Košice Region,-77,-89,59,-55,-34,7
2020-04-05,Slovakia,Nitra Region,-78,-89,68,-50,-34,8
2020-04-05,Slovakia,Prešov Region,-78,-87,-32,-62,-38,8
2020-04-05,Slovakia,Trenčín Region,-73,-87,35,-52,-39,7
2020-04-05,Slovakia,Trnava Region,-77,-87,106,-53,-38,8
2020-04-05,Slovakia,Žilina Region,-78,-85,13,-58,-39,7
2020-04-05,Senegal,Total,-43,-31,-27,-50,-9,12
2020-04-05,El Salvador,Total,-78,-58,-70,-70,-48,22
2020-04-05,Togo,Total,-42,-31,-27,-53,-11,17
2020-04-05,Thailand,Total,-54,-23,-57,-66,-25,17
2020-04-05,Tajikistan,Total,-6,-6,0,-15,6,-2
2020-04-05,Turkey,Total,-76,-40,-61,-76,-48,19
2020-04-05,Trinidad and Tobago,Total,-65,-41,-67,-82,-41,15
2020-04-05,Taiwan,Total,-22,-7,-12,-28,-9,6
2020-04-05,Tanzania,Total,-20,-12,-13,-15,-12,5
2020-04-05,Uganda,Total,-64,-55,-20,-69,-31,24
2020-04-05,United States of America,Total,-49,-20,-20,-54,-40,13
2020-04-05,United States of America,Alabama,-50,-18,-1,-40,-36,12
2020-04-05,United States of America,Alaska,-41,-17,29,-52,-32,9
2020-04-05,United States of America,Arizona,-43,-19,-23,-47,-37,11
2020-04-05,United States of America,Arkansas,-36,-3,25,-33,-29,8
2020-04-05,United States of America,California,-53,-27,-61,-59,-42,16
2020-04-05,United States of America,Colorado,-47,-21,10,-58,-41,12
2020-04-05,United States of America,Connecticut,-50,-26,23,-61,-38,13
2020-04-05,United States of America,Delaware,-47,-27,37,-56,-39,12
2020-04-05,United States of America,District of Columbia,-66,-33,-50,-71,-49,15
2020-04-05,United States of America,Florida,-57,-33,-70,-70,-45,15
2020-04-05,United States of America,Georgia,-50,-22,-13,-59,-42,13
2020-04-05,United States of America,Hawaii,-55,-26,-67,-76,-46,16
2020-04-05,United States of America,Idaho,-40,-14,30,-36,-39,10
2020-04-05,United States of America,Illinois,-50,-16,24,-52,-39,12
2020-04-05,United States of America,Indiana,-45,-17,54,-35,-37,10
2020-04-05,United States of America,Iowa,-39,1,134,-28,-29,8
2020-04-05,United States of America,Kansas,-43,-18,25,-30,-34,10
2020-04-05,United States of America,Kentucky,-39,-5,57,-37,-36,9
2020-04-05,United States of America,Louisiana,-46,-10,-19,-54,-37,12
2020-04-05,United States of America,Maine,-50,-23,20,-59,-34,10
2020-04-05,United States of America,Maryland,-47,-25,35,-53,-42,14
2020-04-05,United States of America,Massachusetts,-53,-27,25,-68,-42,14
2020-04-05,United States of America,Michigan,-55,-24,92,-53,-44,11
2020-04-05,United States of America,Minnesota,-46,-18,98,-58,-37,12
2020-04-05,United States of America,Mississippi,-43,-14,-8,-37,-35,11
2020-04-05,United States of America,Missouri,-43,-6,5,-40,-34,10
2020-04-05,United States of America,Montana,-45,-17,23,-40,-36,9
2020-04-05,United States of America,Nebraska,-40,-8,56,-25,-27,9
2020-04-05,United States of America,Nevada,-49,-22,-46,-64,-55,15
2020-04-05,United States of America,New Hampshire,-48,-26,15,-57,-37,11
2020-04-05,United States of America,New Jersey,-66,-11,26,-67,-45,16
2020-04-05,United States of America,New Mexico,-41,-11,-7,-33,-35,10
2020-04-05,United States of America,New York,-59,-28,-11,-68,-47,15
2020-04-05,United States of America,North Carolina,-43,-14,5,-55,-38,11
2020-04-05,United States of America,North Dakota,-50,-15,-2,-44,-28,11
2020-04-05,United States of America,Ohio,-46,-18,37,-39,-37,11
2020-04-05,United States of America,Oklahoma,-41,-8,-3,-30,-35,10
2020-04-05,United States of America,Oregon,-46,-18,-1,-44,-39,11
2020-04-05,United States of America,Pennsylvania,-50,-24,52,-51,-39,12
2020-04-05,United States of America,Rhode Island,-50,-25,4,-59,-37,13
2020-04-05,United States of America,South Carolina,-42,-11,-24,-41,-38,10
2020-04-05,United States of America,South Dakota,-38,-3,81,-36,-29,9
2020-04-05,United States of America,Tennessee,-43,-9,2,-42,-38,10
2020-04-05,United States of America,Texas,-48,-23,-47,-53,-39,14
2020-04-05,United States of America,Utah,-42,-13,16,-49,-43,10
2020-04-05,United States of America,Vermont,-58,-34,-1,-69,-42,11
2020-04-05,United States of America,Virginia,-44,-18,21,-56,-39,12
2020-04-05,United States of America,Washington,-46,-21,-11,-56,-42,12
2020-04-05,United States of America,West Virginia,-40,-8,28,-36,-33,8
2020-04-05,United States of America,Wisconsin,-47,-18,124,-40,-33,10
2020-04-05,United States of America,Wyoming,-39,-11,22,-21,-31,9
2020-04-05,Uruguay,Total,-71,-36,-79,-68,-35,21
2020-04-05,Uruguay,Artigas Department,-55,-27,-68,-77,-21,-3
2020-04-05,Uruguay,Canelones Department,-69,-42,-79,-73,-32,20
2020-04-05,Uruguay,Cerro Largo Department,-71,-29,-78,-70,-22,13
2020-04-05,Uruguay,Colonia Department,-79,-47,-84,-92,-37,20
2020-04-05,Uruguay,Durazno Department,-65,-33,-66,-77,-24,-2
2020-04-05,Uruguay,Flores Department,-67,-31,-68,,-17,
2020-04-05,Uruguay,Florida Department,-58,-34,-76,-66,-26,13
2020-04-05,Uruguay,Lavalleja Department,-47,-27,-76,-68,-24,-2
2020-04-05,Uruguay,Maldonado Department,-88,-61,-90,-85,-56,23
2020-04-05,Uruguay,Montevideo Department,-68,-27,-72,-53,-37,22
2020-04-05,Uruguay,Paysandú Department,-60,-4,-75,-71,-25,16
2020-04-05,Uruguay,Rivera Department,-65,-28,-76,-58,-33,14
2020-04-05,Uruguay,Rocha Department,-87,-70,-91,-90,-35,9
2020-04-05,Uruguay,Río Negro Department,-67,-35,-78,-68,-32,-3
2020-04-05,Uruguay,Salto Department,-62,-33,-71,-71,-28,15
2020-04-05,Uruguay,San José Department,-56,-22,-78,-55,-24,17
2020-04-05,Uruguay,Soriano Department,-61,-29,-78,,-23,13
2020-04-05,Uruguay,Tacuarembó Department,-64,-36,-76,-73,-25,14
2020-04-05,Uruguay,Treinta y Tres Department,-55,-5,-78,-37,-17,
2020-04-05,Venezuela,Total,-65,-48,-58,-65,-29,15
2020-04-05,Viet Nam,Total,-67,-44,-47,-67,-32,22
2020-04-05,Yemen,Total,-5,2,-6,-12,-7,4
2020-04-05,South Africa,Total,-76,-51,-53,-78,-44,22
2020-04-05,Zambia,Total,-24,-12,-6,-28,-1,11
2020-04-05,Zimbabwe,Total,-63,-53,-47,-77,-36,32
2020-04-11,Cambodia,Total,-44,-26,-33,-63,-31,15
2020-04-11,Papua New Guinea,Total,-25,-9,-9,-40,-12,
2020-04-11,Philippines,Total,-82,-60,-59,-86,-67,32
2020-04-11,Zambia,Total,-26,-16,-4,-28,-16,13
2020-04-11,Honduras,Total,-84,-68,-65,-78,-68,28
2020-04-11,Benin,Total,-23,-12,-13,-25,-4,11
2020-04-11,Australia,Total,-40,-2,-51,-63,-41,18
2020-04-11,Australia,Australian Capital Territory,-38,11,-22,-61,-40,15
2020-04-11,Australia,New South Wales,-43,-2,-48,-60,-43,18
2020-04-11,Australia,Northern Territory,-24,7,-19,-54,-30,12
2020-04-11,Australia,Queensland,-34,0,-50,-62,-39,15
2020-04-11,Australia,South Australia,-33,9,-48,-52,-35,15
2020-04-11,Australia,Tasmania,-49,-22,-78,-71,-38,18
2020-04-11,Australia,Victoria,-46,-4,-73,-72,-45,22
2020-04-11,Australia,Western Australia,-32,2,-39,-62,-32,16
2020-04-11,Liechtenstein,Total,,,,-29,,
2020-04-11,Belgium,Total,-79,-25,-20,-60,-47,20
2020-04-11,Belgium,Brussels,-86,-39,-6,-71,-57,22
2020-04-11,Belgium,Flanders,-76,-18,-17,-56,-45,19
2020-04-11,Belgium,Wallonia,-81,-33,-37,-61,-47,21
2020-04-11,Argentina,Total,-84,-34,-80,-67,-52,27
2020-04-11,Argentina,Buenos Aires,-89,-28,-84,-74,-67,32
2020-04-11,Argentina,Buenos Aires Province,-85,-33,-83,-65,-56,27
2020-04-11,Argentina,Catamarca Province,-71,-15,-64,-63,-31,23
2020-04-11,Argentina,Chaco Province,-79,-28,-68,-81,-41,21
2020-04-11,Argentina,Chubut Province,-85,-37,-86,-83,-47,28
2020-04-11,Argentina,Cordoba,-83,-37,-80,-82,-50,28
2020-04-11,Argentina,Corrientes,-82,-44,-81,-84,-42,23
2020-04-11,Argentina,Entre Rios,-84,-33,-85,-75,-42,24
2020-04-11,Argentina,Formosa Province,-83,-32,-69,-56,-35,19
2020-04-11,Argentina,Jujuy,-80,-28,-71,-84,-39,24
2020-04-11,Argentina,La Pampa,-83,-32,-72,-70,-43,24
2020-04-11,Argentina,La Rioja Province,-74,-27,-76,-76,-41,23
2020-04-11,Argentina,Mendoza Province,-82,-30,-73,-58,-46,28
2020-04-11,Argentina,Misiones Province,-80,-38,-71,-86,-42,23
2020-04-11,Argentina,Neuquen,-84,-40,-84,-63,-52,31
2020-04-11,Argentina,Río Negro,-86,-46,-85,-93,-50,29
2020-04-11,Argentina,Salta Province,-81,-33,-73,-52,-43,24
2020-04-11,Argentina,San Juan Province,-77,-17,-69,-82,-40,25
2020-04-11,Argentina,San Luis Province,-86,-40,-80,-85,-48,25
2020-04-11,Argentina,Santa Cruz Province,-81,-37,-82,-87,-46,25
2020-04-11,Argentina,Santa Fe Province,-82,-29,-76,-46,-49,27
2020-04-11,Argentina,Santiago del Estero Province,-79,-30,-68,-84,-44,22
2020-04-11,Argentina,Tierra del Fuego Province,-88,-51,-87,-84,-59,29
2020-04-11,Argentina,Tucumán,-79,-25,-66,-64,-43,23
2020-04-11,Poland,Total,-76,-57,-57,-64,-48,17
2020-04-11,Poland,Greater Poland Voivodeship,-73,-57,-42,-64,-50,18
2020-04-11,Poland,Kuyavian-Pomeranian Voivodeship,-71,-54,-35,-70,-44,16
2020-04-11,Poland,Lesser Poland Voivodeship,-83,-62,-80,-75,-54,19
2020-04-11,Poland,Lower Silesian Voivodeship,-76,-60,-56,-68,-48,17
2020-04-11,Poland,Lublin Voivodeship,-78,-58,-48,-67,-47,17
2020-04-11,Poland,Lubusz Voivodeship,-70,-59,-29,-61,-44,16
2020-04-11,Poland,Masovian Voivodeship,-76,-56,-64,-66,-50,18
2020-04-11,Poland,Opole Voivodeship,-75,-59,-36,-66,-47,16
2020-04-11,Poland,Podkarpackie Voivodeship,-80,-60,-53,-70,-51,18
2020-04-11,Poland,Podlaskie Voivodeship,-77,-53,-36,-58,-44,16
